TransactionID,MerchantID,TransactionAmount,TransactionType,FraudDetected,State,UserAge,UserIncome,Churn
87,1044,981.723115669409,POS,0,Gujarat,20,145506.47340021617,0
88,1017,197.90796786813627,Online,0,Gujarat,57,83807.45561471596,0
89,1046,264.3813538994523,Online,0,Maharashtra,22,92781.6596121332,0
90,1023,251.20824238742756,Online,0,Delhi,40,70003.58112283293,0
91,1025,802.9127792402699,POS,0,Tamil Nadu,22,144373.37117141776,0
92,1024,227.56193162761227,Online,0,Delhi,47,37282.78644272959,1
93,1044,113.3268383321408,Online,0,Delhi,49,125757.84186575633,0
94,1040,998.6327662563472,Online,0,Tamil Nadu,41,104555.35771045962,0
95,1028,73.57635087289168,POS,0,Maharashtra,59,122894.51544095657,0
96,1014,843.4818571509223,POS,0,Maharashtra,52,143559.74494875438,0
97,1044,397.09849947312017,POS,0,Maharashtra,49,84499.80038962339,1
98,1000,849.5346867699245,POS,0,Karnataka,62,57482.94712294741,0
99,1024,576.8894666505877,Online,0,Delhi,61,121336.51310607532,0
100,1006,906.549668012042,POS,0,Karnataka,39,129794.16580544903,0
101,1008,929.8833370938953,Online,0,Maharashtra,38,109213.18060428971,0
102,1023,58.643272216737195,POS,0,Tamil Nadu,45,130370.20850440013,0
103,1000,121.64156719314886,Online,0,Delhi,51,114942.55036622082,0
104,1043,287.8407930923127,POS,0,Tamil Nadu,33,144471.4926636051,0
105,1007,685.8496455453266,POS,0,Gujarat,28,94188.53431762983,0
106,1023,893.8585866859307,POS,0,Delhi,50,69461.54371627548,0
107,1010,486.9448537292646,POS,0,Tamil Nadu,61,108467.66242664799,0
108,1016,626.6244604605522,Online,0,Maharashtra,55,28984.86540027881,0
109,1007,229.07486015578309,POS,0,Karnataka,36,84790.79231065416,0
110,1034,814.7184921876011,POS,0,Tamil Nadu,45,120542.06620840721,0
111,1034,968.9617057857963,POS,0,Gujarat,46,41965.300525520404,0
112,1032,305.16898626886757,Online,0,Maharashtra,54,72052.92227677593,0
113,1004,520.084654020519,POS,0,Gujarat,20,65537.27093586915,0
114,1041,131.8103049810551,POS,0,Karnataka,35,63545.97454128941,0
115,1038,581.17982363982,Online,0,Gujarat,35,104581.4565804256,0
116,1040,527.6442697543465,Online,0,Tamil Nadu,29,84674.49000915574,0
117,1027,187.21465994732372,Online,0,Tamil Nadu,35,123650.98962782905,0
118,1006,469.96290246217126,POS,0,Maharashtra,49,27520.422754360516,0
119,1008,367.3994194822351,Online,0,Karnataka,59,79008.20025473078,0
120,1007,545.7393315399299,POS,0,Karnataka,53,21819.833811932134,0
121,1011,606.3716186573592,Online,0,Delhi,36,48711.77589059289,0
122,1033,58.070799676849035,POS,0,Delhi,21,120798.8631017034,0
123,1032,772.9556838020776,Online,0,Tamil Nadu,28,33786.62096427996,0
124,1047,727.3635772686538,Online,0,Gujarat,20,33725.306925598685,0
125,1022,397.9720668961961,Online,0,Gujarat,44,72186.99517463848,0
126,1023,100.28913879037734,POS,0,Maharashtra,64,121002.41119190813,0
127,1036,767.1859127957979,Online,0,Karnataka,33,102942.97392939622,0
128,1034,957.4164024542258,POS,0,Tamil Nadu,61,121628.18643234867,0
129,1043,278.1440162209135,Online,0,Gujarat,35,26441.2957083497,0
130,1039,357.348383050186,Online,0,Delhi,47,93284.34203071894,1
131,1021,224.62224500772422,Online,0,Tamil Nadu,41,78928.04649418987,0
132,1026,598.0893171775976,POS,0,Maharashtra,23,136482.77280754884,0
133,1034,197.0993249150822,POS,0,Tamil Nadu,64,115854.11104776298,0
134,1000,388.38424628831046,POS,0,Gujarat,51,75164.3362863468,0
135,1034,712.1623632375498,Online,0,Maharashtra,29,92000.38695571404,0
136,1036,582.110183858881,POS,0,Delhi,59,75228.33061370542,1
137,1046,417.1394361115385,POS,0,Delhi,40,77349.1036022905,0
138,1013,449.2371217171648,Online,0,Gujarat,53,102430.70703702664,0
139,1002,584.0053384920681,Online,0,Maharashtra,57,48149.52247147758,0
140,1000,55.57149149280324,POS,0,Delhi,32,63313.900819001894,0
141,1004,124.58437503092937,POS,0,Maharashtra,33,56290.66064772838,0
142,1025,887.1951643748611,Online,0,Tamil Nadu,62,124104.31242621403,1
143,1013,123.98503963672623,POS,0,Karnataka,64,142452.65634647285,0
144,1038,721.4634163999799,Online,0,Karnataka,31,73859.07766365948,0
145,1026,924.0362559035999,Online,0,Karnataka,32,30023.151779468768,0
146,1008,307.14942408664456,POS,0,Delhi,29,32161.627740938544,0
147,1014,401.96686520653856,POS,0,Gujarat,60,71946.56393403641,1
148,1014,590.4753355524805,Online,0,Karnataka,52,71347.98178859937,0
149,1025,887.6235211566554,POS,0,Gujarat,42,39000.3312932636,1
150,1041,944.8103078973992,Online,0,Karnataka,31,124926.04425797708,0
151,1012,752.5850857057046,POS,0,Tamil Nadu,19,85017.51938542412,0
152,1031,132.28877281195935,Online,0,Karnataka,35,34177.78210032752,0
153,1038,685.6964477581082,POS,0,Gujarat,52,32833.62710535939,0
154,1048,439.78853577902896,POS,0,Delhi,26,77975.38291283249,0
155,1031,497.16594951650853,Online,0,Tamil Nadu,28,35188.74022259473,0
156,1003,96.69097082791819,POS,0,Gujarat,43,92955.49564063773,0
157,1029,231.50903237904026,Online,0,Maharashtra,20,70052.03253221686,1
158,1036,800.9879271569654,POS,0,Karnataka,22,139557.66450337385,0
159,1022,481.2608913954668,POS,0,Tamil Nadu,49,74458.31327485945,0
160,1038,336.5791295495914,POS,0,Delhi,58,99875.92119941588,1
161,1044,414.81812026671025,POS,0,Maharashtra,27,125476.03963746011,1
162,1014,861.6795376593961,Online,0,Karnataka,55,59373.897052561755,0
163,1042,761.549066534709,Online,0,Tamil Nadu,23,86545.50500332998,0
164,1028,308.6996273220286,POS,0,Gujarat,28,35722.19815624017,0
165,1035,161.62674820175465,Online,0,Karnataka,34,76260.02170062467,0
166,1012,289.39831056186813,Online,1,Tamil Nadu,19,68856.7720974448,0
167,1031,924.718628501997,POS,0,Karnataka,58,75664.57946344648,0
168,1006,602.5093959572675,Online,0,Tamil Nadu,41,33963.33194045717,0
169,1021,556.8061983075437,Online,0,Gujarat,22,71792.08867110012,0
170,1027,616.5739197078384,POS,0,Karnataka,38,133134.68751140815,1
171,1001,397.7268524591895,POS,0,Tamil Nadu,23,141817.1622379598,0
172,1041,816.7516693035371,POS,0,Maharashtra,21,51424.55451903544,0
173,1044,547.1219368352373,POS,0,Delhi,26,59065.16739980108,0
174,1005,160.91050763035577,Online,0,Tamil Nadu,22,21242.34425986487,0
175,1027,172.61186858760982,POS,0,Tamil Nadu,21,35025.522759622174,0
176,1027,560.0161891774874,Online,0,Tamil Nadu,26,64865.55382664971,0
177,1043,939.7417071672972,Online,0,Karnataka,35,109064.13713172967,0
178,1043,342.9345155923888,POS,0,Delhi,60,57986.55020542379,0
179,1019,876.0641104162573,Online,0,Karnataka,33,29801.642857954474,0
180,1029,775.8908072499354,Online,0,Tamil Nadu,19,115012.80666158786,0
181,1010,285.42182076156155,Online,0,Tamil Nadu,46,80679.49831502547,0
182,1027,84.52371090043033,POS,0,Delhi,59,87495.63690995993,1
183,1024,146.75490188526362,Online,0,Maharashtra,53,62383.26078158353,0
184,1038,742.0692371550682,POS,0,Karnataka,29,99695.74473418776,0
185,1032,239.68625113861435,POS,0,Maharashtra,58,135801.31357478927,1
186,1000,402.7073744801241,Online,0,Tamil Nadu,62,91988.60113698334,0
187,1026,526.6142077061036,Online,0,Tamil Nadu,54,96377.1132840488,0
188,1012,739.1947600276546,POS,0,Gujarat,51,68563.12697441713,0
189,1040,157.5696620961691,POS,0,Gujarat,52,30742.003005128026,0
190,1002,436.04808501358843,POS,0,Maharashtra,57,75710.38692470785,0
191,1038,510.81926368556066,POS,0,Gujarat,23,140203.10991136468,0
192,1005,563.7857107729627,POS,0,Delhi,54,108427.95655867961,0
193,1007,827.4426093254558,Online,0,Maharashtra,53,83728.57208156536,0
194,1026,213.09428529105605,POS,0,Gujarat,37,100714.82713837136,1
195,1008,817.4398792352912,Online,0,Gujarat,33,92609.78510466994,0
196,1036,708.2345063118196,POS,0,Delhi,25,138612.40607771042,0
197,1032,578.0772734890114,Online,0,Delhi,61,49100.21180143443,0
198,1041,714.5514768824434,POS,0,Maharashtra,39,135529.22263571195,0
199,1043,441.4168520040736,Online,0,Karnataka,22,109501.2147071184,0
200,1023,181.47770666971834,Online,0,Delhi,22,36607.03461996744,0
201,1014,682.476978252099,POS,0,Gujarat,62,68347.60910352532,0
202,1031,548.4386913513412,Online,0,Maharashtra,28,76718.85612005125,0
203,1031,657.4060605156367,POS,0,Karnataka,60,30781.371561244465,0
204,1023,371.0988419770655,POS,0,Maharashtra,36,92045.89727193398,0
205,1040,911.5232484728441,Online,0,Gujarat,56,53717.31201764701,0
206,1048,608.0013751467981,Online,0,Karnataka,34,79556.60411745918,0
207,1048,131.13236007633014,POS,0,Karnataka,54,77039.83573031749,0
208,1011,477.31379116920726,POS,0,Delhi,55,87817.64201576372,0
209,1038,768.5382520064526,POS,0,Tamil Nadu,35,130006.94379054735,1
210,1001,804.4278336456588,Online,0,Gujarat,26,121498.9559104769,0
211,1002,519.8672001255709,Online,0,Tamil Nadu,34,133490.18255864357,0
212,1048,900.010192289736,POS,0,Gujarat,58,94405.1637970287,0
213,1036,304.2850153345827,Online,0,Maharashtra,50,100054.66149218542,0
214,1048,440.0687623763533,Online,1,Tamil Nadu,37,75963.23942405562,0
215,1016,903.6670650405216,Online,0,Karnataka,35,113238.48236163192,0
216,1048,901.443880648,POS,0,Delhi,41,46636.38959329348,0
217,1001,701.4271303834469,POS,0,Gujarat,30,81773.87559218067,0
218,1001,866.0315197661091,Online,0,Delhi,57,112842.50786012509,0
219,1027,134.33460360842105,Online,0,Gujarat,45,121124.25847021429,0
220,1022,871.7452273973875,POS,0,Karnataka,63,52233.47007989678,0
221,1036,354.5889112227154,Online,0,Karnataka,20,43601.33130146876,1
222,1031,219.4149368068055,POS,0,Karnataka,53,57509.42614748066,1
223,1032,277.401344524944,POS,0,Karnataka,28,139620.22596846338,0
224,1000,447.0700826131927,POS,0,Karnataka,56,36785.656775801865,0
225,1018,288.63240437424383,POS,0,Delhi,38,143902.37055197317,0
226,1001,354.5392067156741,POS,0,Maharashtra,54,149325.63877668142,0
227,1043,178.22956176806,POS,0,Tamil Nadu,19,121847.76033700505,0
228,1025,331.3679272810486,POS,0,Delhi,23,118854.93109581158,0
229,1031,593.6696238149011,Online,0,Tamil Nadu,22,143927.24897808605,1
230,1005,469.7610226865107,POS,0,Maharashtra,64,57769.59284015295,0
231,1031,379.38282317411563,Online,0,Gujarat,60,36767.686738893084,1
232,1003,759.1295224142583,Online,0,Maharashtra,49,127003.04874511724,0
233,1010,898.834472823652,Online,0,Maharashtra,54,42220.9064436599,0
234,1016,768.9497617572772,POS,0,Gujarat,57,25903.28891209661,0
235,1037,365.40066701179524,Online,0,Tamil Nadu,28,45539.993378177016,0
236,1023,757.220059445676,POS,0,Karnataka,34,76927.85616579193,0
237,1004,194.38117335034863,POS,0,Gujarat,31,84363.29423095481,0
238,1033,173.80208868672636,Online,0,Gujarat,19,28125.220788982566,0
239,1005,378.345685184351,Online,0,Maharashtra,56,77641.26675678656,0
240,1021,817.3172505918542,Online,0,Gujarat,35,98559.98737757455,0
241,1010,284.0308348801868,Online,0,Delhi,50,141134.8420883973,1
242,1047,110.09073845374562,POS,0,Karnataka,47,49551.54511963007,0
243,1015,175.12405844603734,Online,0,Maharashtra,32,47426.15084863315,0
244,1032,865.8077201031011,Online,0,Tamil Nadu,46,70625.26007482674,0
245,1008,652.0941205099232,Online,0,Tamil Nadu,43,147875.08770445414,1
246,1005,290.5411052014779,Online,0,Tamil Nadu,18,63709.22150369462,0
247,1015,577.5310340617723,Online,0,Tamil Nadu,34,25702.820099269775,0
248,1028,551.2006413040829,POS,0,Tamil Nadu,56,54529.93109744347,0
249,1002,672.6641795186282,POS,0,Maharashtra,19,92579.2060001883,0
250,1019,271.5281767005355,POS,0,Delhi,32,73630.68433495605,0
251,1035,871.1828378346778,Online,0,Delhi,39,120648.99749656205,1
252,1018,343.9001339760122,Online,0,Tamil Nadu,37,98945.30634936516,1
253,1025,709.425071277425,POS,0,Delhi,46,92729.43690708523,0
254,1002,65.31841405360414,POS,0,Karnataka,42,61989.213697353785,0
255,1018,404.0242733994399,POS,0,Delhi,60,91739.9853687598,1
256,1019,384.12432706086787,POS,0,Gujarat,41,100026.79350988334,0
257,1031,566.3102071538638,Online,0,Tamil Nadu,51,43296.61877937769,1
258,1006,119.09944868833668,Online,0,Gujarat,60,115662.82954035446,0
259,1040,800.6248050398029,Online,0,Gujarat,38,71081.28929853856,0
260,1032,256.8917616791901,POS,0,Tamil Nadu,19,116495.84231223399,0
261,1039,693.1859241379096,POS,0,Maharashtra,33,43102.375508701545,0
262,1038,813.0515170818885,POS,0,Delhi,57,105347.70121710704,0
263,1017,583.7831084294374,Online,0,Karnataka,38,23494.8219044561,0
264,1039,753.8390463858863,Online,0,Maharashtra,54,40665.55294879647,0
265,1000,678.7672966042552,POS,0,Karnataka,25,135845.71646304528,0
266,1010,387.75330729440725,Online,0,Tamil Nadu,31,79991.35426631817,0
267,1027,818.415612081887,POS,0,Delhi,63,86022.16842957464,0
268,1024,329.9663013912516,POS,0,Maharashtra,39,137985.11657787004,0
269,1049,592.6522718639413,POS,0,Tamil Nadu,35,83041.34287103792,0
270,1022,758.1278521844625,Online,1,Maharashtra,22,105096.51181524836,0
271,1030,410.0081143218822,POS,0,Gujarat,59,48854.159371830785,1
272,1029,337.6292272365538,POS,0,Delhi,64,30604.50883321786,0
273,1041,486.3787096641816,Online,0,Delhi,62,65935.72948267838,0
274,1034,827.065319631696,POS,0,Tamil Nadu,47,123828.33070159967,0
275,1006,933.4256749883815,POS,0,Tamil Nadu,48,78088.85034542507,0
276,1015,567.8292422168956,Online,0,Tamil Nadu,26,41859.54732169958,1
277,1025,678.3928950574692,POS,0,Delhi,48,90862.74377788935,0
278,1047,908.1099411269685,POS,0,Gujarat,48,54299.24689721465,0
279,1048,143.61950884229526,POS,0,Delhi,58,143066.81490521325,0
280,1001,270.4746489728568,Online,0,Tamil Nadu,26,95063.64328590891,0
281,1000,723.4550059390033,POS,0,Karnataka,54,147785.11538974917,0
282,1047,832.5572388166847,POS,0,Gujarat,23,25599.462156036825,0
283,1011,864.177576914049,POS,0,Delhi,59,21502.746728395698,0
284,1004,444.35181801218596,Online,0,Karnataka,43,82022.42531830099,0
285,1036,134.87290717727348,Online,0,Gujarat,27,132059.93330940677,0
286,1031,465.89240343463894,Online,0,Delhi,23,88172.90314680543,1
287,1008,269.1978606967011,POS,0,Tamil Nadu,50,133904.26488562892,0
288,1040,326.63663224679294,Online,0,Delhi,62,36973.58863896922,0
289,1034,783.6541789956306,POS,0,Gujarat,47,110912.54702852997,0
290,1018,121.75073172459253,Online,0,Tamil Nadu,57,105784.0551285054,0
291,1047,836.202156606667,Online,0,Maharashtra,41,90845.29591316133,1
292,1015,456.2856315329606,Online,0,Karnataka,45,72663.62321832278,0
293,1002,616.2607345455654,Online,0,Tamil Nadu,62,104118.8844063676,0
294,1019,135.16961967389506,POS,0,Tamil Nadu,55,91511.99656882054,0
295,1023,370.49112443941567,Online,0,Gujarat,46,55441.33313045815,0
296,1032,135.2158730641035,POS,0,Gujarat,61,33600.00542933177,0
297,1023,963.4665367370541,POS,0,Karnataka,32,70264.32644840382,0
298,1010,816.8985668599379,POS,0,Gujarat,25,86616.69522083484,0
299,1048,486.65111663863723,Online,0,Tamil Nadu,40,86106.99879039789,1
300,1007,262.42242090748755,Online,1,Karnataka,60,75325.71227856977,0
301,1035,936.7823499873596,POS,0,Karnataka,26,62556.171969219446,0
302,1037,377.36676594062317,Online,0,Delhi,28,65564.22977728627,0
303,1039,202.935210103006,POS,0,Tamil Nadu,23,54559.88684740076,0
304,1019,585.0061690312572,Online,0,Tamil Nadu,64,95388.07458611138,0
305,1034,946.5854143275753,Online,0,Gujarat,29,130485.36773978945,0
306,1047,53.638775975306444,POS,0,Tamil Nadu,51,134359.6626946132,0
307,1024,276.2186010912988,Online,0,Gujarat,38,149184.24428484525,1
308,1034,941.5252583898872,POS,0,Tamil Nadu,49,31546.375207296813,0
309,1024,212.53166851430393,POS,0,Delhi,53,47853.574107742425,0
310,1028,157.58127905782885,Online,0,Tamil Nadu,42,114926.90629468966,0
311,1017,591.6778550098143,Online,0,Delhi,52,103881.26790288079,1
312,1045,868.7516321300884,Online,0,Tamil Nadu,51,37402.54381707803,0
313,1017,503.25432680922984,POS,0,Tamil Nadu,36,102032.34383976254,0
314,1001,994.8360438502986,Online,1,Maharashtra,54,72840.04170080248,0
315,1034,695.2131145610932,Online,0,Tamil Nadu,34,144391.73305686668,0
316,1015,120.37116184992536,Online,0,Delhi,33,131181.56566704996,0
317,1040,993.1905250978766,Online,0,Karnataka,33,29521.496369821354,0
318,1035,437.49952494118094,POS,0,Delhi,61,31698.652149577465,0
319,1032,323.0324071532084,Online,0,Tamil Nadu,21,74217.38469477407,0
320,1003,579.9852243989912,POS,0,Gujarat,47,21088.25164273984,0
321,1032,339.0922122298211,Online,0,Maharashtra,51,32270.298791485497,0
322,1013,132.1346317641447,Online,0,Gujarat,22,141237.43521903676,0
323,1020,51.35692592521789,Online,0,Maharashtra,50,123016.13818321236,0
324,1047,477.1041852742492,POS,0,Maharashtra,63,107452.16741307401,0
325,1019,845.0202511152627,POS,0,Gujarat,26,127930.84033186377,1
326,1007,593.6994263485727,Online,0,Tamil Nadu,34,52507.131207307946,0
327,1006,999.2469339962688,POS,0,Delhi,29,114323.70513368925,0
328,1002,322.50431336483996,POS,0,Gujarat,41,100023.73019369396,0
329,1016,316.43231152205254,Online,0,Karnataka,29,130324.16411489825,1
330,1032,201.761987222247,Online,0,Maharashtra,32,56749.36601723441,0
331,1047,205.86040885206842,Online,0,Delhi,33,119283.05367907613,0
332,1011,320.9272662095454,Online,0,Karnataka,40,130844.68252798986,0
333,1021,803.1980430098508,Online,0,Delhi,35,91370.89370968449,0
334,1021,910.4689511046255,Online,0,Tamil Nadu,39,73792.08106876464,0
335,1045,976.3328112222972,POS,1,Karnataka,63,143324.83493550427,1
336,1029,270.67517139163,Online,0,Gujarat,61,41966.05006455874,0
337,1037,887.2326683333871,Online,0,Delhi,48,24715.495604602125,1
338,1037,361.8423348134702,Online,0,Gujarat,60,43288.23429261906,0
339,1044,157.1985172910402,Online,0,Gujarat,32,108849.01560618407,0
340,1007,876.5236792441574,POS,1,Delhi,38,122562.97207337356,0
341,1026,654.3003529114377,POS,0,Delhi,25,113187.58407479512,1
342,1026,206.49435127700863,POS,0,Maharashtra,57,74582.65201423882,0
343,1033,458.3396946373524,Online,0,Maharashtra,53,145784.56080495103,0
344,1020,322.89481013321426,Online,0,Karnataka,59,77759.2497361836,0
345,1029,749.9548402746872,POS,1,Karnataka,55,147569.6419037513,0
346,1032,480.74541909305464,POS,0,Karnataka,23,139355.1394260195,1
347,1027,989.8159478510657,Online,0,Maharashtra,34,72928.77882847303,0
348,1046,102.00773314661537,Online,0,Gujarat,57,40931.123123518075,0
349,1032,387.2645028294343,Online,0,Tamil Nadu,62,31678.86323212499,0
350,1004,507.80515875447855,Online,0,Tamil Nadu,64,89091.74379011652,1
351,1047,527.9768770109038,Online,1,Delhi,53,119217.0348941122,0
352,1018,350.13903126635495,POS,0,Maharashtra,45,42886.20040553213,0
353,1003,742.7782366426896,Online,0,Delhi,64,61367.42200859656,1
354,1034,881.009719814526,POS,0,Tamil Nadu,40,101969.09124755238,0
355,1048,941.7833368789699,Online,0,Delhi,48,79912.87529917805,0
356,1016,814.8387079595499,POS,0,Maharashtra,63,98502.81112901584,0
357,1043,858.0511874412695,POS,0,Maharashtra,28,107927.7861067485,0
358,1027,573.0180355889958,POS,0,Maharashtra,37,69490.3622183337,0
359,1029,834.5938151054738,Online,0,Tamil Nadu,49,122175.61870035877,0
360,1028,338.3287136905546,Online,0,Maharashtra,34,111372.46112142589,0
361,1045,428.5548240037537,Online,0,Karnataka,59,109381.91971666276,0
362,1005,351.0673631276171,POS,0,Karnataka,55,39432.85794080305,0
363,1034,494.0179686755292,POS,0,Maharashtra,23,81650.62761128001,0
364,1040,321.30063542670456,Online,0,Karnataka,18,95032.47925448959,0
365,1036,963.5308701417244,POS,0,Maharashtra,54,49430.20835914614,0
366,1023,347.20239660538476,POS,0,Tamil Nadu,21,118613.72160393048,0
367,1028,143.14231120539284,POS,0,Karnataka,48,35740.49016926413,0
368,1048,550.4763077478927,POS,0,Tamil Nadu,28,39481.47432834993,0
369,1045,104.24412452291755,Online,0,Karnataka,34,73731.5084246922,0
370,1030,155.0160079931515,POS,0,Gujarat,24,37594.824140082055,0
371,1034,258.41991973643394,Online,0,Gujarat,52,21513.713747651414,0
372,1032,491.1327373880346,POS,0,Tamil Nadu,19,73482.25085014556,0
373,1020,461.58838569357647,POS,0,Karnataka,57,104311.77818452058,0
374,1031,809.7072689026517,Online,0,Gujarat,54,84367.97893609676,0
375,1022,752.5009211899077,POS,0,Maharashtra,54,26783.36068517311,0
376,1032,455.0023792911662,Online,0,Delhi,27,50220.49381721526,0
377,1002,367.01899719684843,Online,0,Gujarat,29,88165.3214477599,0
378,1017,350.64534485842364,Online,0,Gujarat,34,115952.06045551349,0
379,1024,785.2953329293085,Online,0,Maharashtra,63,123209.20535953797,1
